index,z_s,z_p1,z_p2,z_r2,xs,xp1,xp2,xr2,r_a,thickness,Cl,material,lubricant
66,12,40,26,76,-0.3089,-0.7169,0.9762,0.2746,0.0203,10,0.000297077,ABS,PTFE
