Design,material,lubricant,z_sh,z_r2,x_s,x_r2,Cl,g_thickness_h,p1_offset,p2_offset,gear_ratio
66,ABS,PTFE,6,76,-0.308943389,0.27464353445992334,0.000297077,5,2,-1,36.91428571428571
