index,z_s,z_p1,z_p2,z_r2,xs,xp1,xp2,xr2,r_a,thickness,Cl,material,lubricant
32,12.0,41.0,30.0,76,-0.5872,-0.7477,-0.9315,-0.0764,0.0202,12,3.3018025378917766e-05,PLA,LI
