z_s,z_p1,z_p2,z_r2,xs,xp1,xp2,xr2,Ratio,eta_fwd,eta_bwd
6,42,29,74,0.5,0.0,-0.25,0.5,99.85542168674698,0.798902522839695,0.7757130249401447
6,42,29,73,0.0,0.5,0.5,1.5,107.57894736842105,0.7723439466001689,0.7446058421557127
6,42,31,78,0.25,0.5,-0.5,-0.75,107.85185185185183,0.7736849761170544,0.7411889392963672
6,42,29,74,0.5,0.25,-0.5,0.5,99.85542168674698,0.7989003090043506,0.7751579986829132
6,42,30,76,0.25,0.75,-0.5,0.25,103.80487804878048,0.7839990453361961,0.7593202313470016
6,42,29,73,0.0,0.5,0.0,1.25,107.57894736842105,0.7719468679782142,0.7440277645239306
6,42,31,78,0.5,0.5,-0.5,-0.5,107.85185185185183,0.7739209421824712,0.7401310101461164
6,42,29,73,0.0,0.5,0.25,1.25,107.57894736842105,0.7717888476569017,0.7437975139604304
6,42,29,74,0.5,0.5,0.0,1.0,99.85542168674698,0.798013120928916,0.7748050032248319
6,42,29,73,0.25,-0.25,0.25,1.0,107.57894736842105,0.7732299072176169,0.7421107068884305
6,42,30,76,0.5,0.0,-0.25,-0.25,103.80487804878048,0.7854808094158797,0.7566558617691287
6,42,29,73,0.25,0.5,-0.25,1.0,107.57894736842105,0.7733823979966324,0.7407178451375515
6,42,29,73,0.5,0.75,-0.5,1.25,107.57894736842105,0.7724804914986958,0.7414964308681121
6,42,29,74,0.25,0.5,0.0,0.75,99.85542168674698,0.796869751821401,0.7743475869891191
6,42,30,76,0.5,0.0,0.0,0.0,103.80487804878048,0.7848448558399616,0.755723698727328
6,42,29,74,0.25,0.25,-0.25,0.5,99.85542168674698,0.7967036714257896,0.7732249408631128
6,42,29,74,0.5,0.5,-0.5,0.5,99.85542168674698,0.7968123853070569,0.7731097562648864
6,42,29,74,0.5,0.0,0.0,0.5,99.85542168674698,0.7967108072581432,0.7726146961025739
6,42,29,73,0.0,0.75,0.0,1.5,107.57894736842105,0.7686890370744448,0.7424988571223663
6,42,29,73,0.0,0.75,0.25,1.5,107.57894736842105,0.7685309610444205,0.7422710946872062
6,42,29,74,0.5,0.0,0.25,0.75,99.85542168674698,0.7960647516951344,0.7716974002533735
6,42,29,73,0.5,-0.5,0.25,1.0,107.57894736842105,0.7704969398233922,0.7398596548172223
6,42,30,76,0.25,0.25,-0.25,-0.25,103.80487804878048,0.7832984694479956,0.7541486234527983
6,42,29,73,0.0,0.0,0.5,1.25,107.57894736842105,0.7696179977046621,0.7402316521932346
6,42,29,74,0.5,0.75,-0.5,0.75,99.85542168674698,0.7943628694905919,0.7725782756279892
6,42,30,76,0.5,0.25,0.0,0.25,103.80487804878048,0.7832379970135608,0.7527247058686598
6,42,31,78,0.25,0.5,-0.5,-0.5,107.85185185185183,0.7705035325202856,0.7363976905739237
6,42,30,76,0.25,0.25,0.0,0.0,103.80487804878048,0.7826650475560789,0.753217945744955
6,42,29,74,0.25,0.5,-0.25,0.5,99.85542168674698,0.794614857461777,0.7711743622769988
6,42,29,74,0.25,0.5,0.0,1.0,99.85542168674698,0.7945338599511718,0.7710599665243435
6,42,28,72,0.5,0.25,0.0,1.5,96.00000000000003,0.8082910035452904,0.788073716448873
6,42,29,73,0.0,-0.25,0.5,1.0,107.57894736842105,0.7702835522612635,0.7377111228029443
6,42,30,76,0.25,0.0,-0.25,-0.25,103.80487804878048,0.7820382225387265,0.7529213938616451
6,42,29,73,0.5,0.25,-0.5,1.0,107.57894736842105,0.7718489841066606,0.7358419339395814
6,42,29,74,0.25,0.25,0.0,0.5,99.85542168674698,0.7945205620890279,0.7701315489870246
6,42,29,74,0.5,0.25,0.25,1.0,99.85542168674698,0.7950183539194808,0.7696340716394292
6,42,28,72,0.5,0.25,0.25,1.5,96.00000000000003,0.8079795905667444,0.7876443136102649
6,42,29,74,0.5,0.75,-0.25,1.0,99.85542168674698,0.7933067804689493,0.7711025772948515
6,42,30,76,0.5,-0.25,-0.25,-0.25,103.80487804878048,0.7815585872211377,0.7528344699640693
6,42,29,73,0.25,0.75,-0.5,1.25,107.57894736842105,0.7690439874682815,0.7377501283007546
6,42,30,76,0.5,0.0,0.0,0.25,103.80487804878048,0.7819818478836879,0.7515042400924521
6,42,30,76,0.25,0.0,0.0,0.0,103.80487804878048,0.7814058197576759,0.7519922306499996
6,42,29,74,0.25,0.25,0.25,0.75,99.85542168674698,0.7938770407035333,0.7692157147819926
6,42,29,74,0.25,0.75,-0.25,0.75,99.85542168674698,0.7921519661150686,0.7706104223812124
6,42,30,76,0.5,-0.25,0.0,0.0,103.80487804878048,0.7809258092176847,0.7519070146902104
6,42,29,74,0.25,0.5,-0.5,0.5,99.85542168674698,0.7933397688669466,0.7693701814171683
6,42,29,74,0.25,0.0,0.0,0.5,99.85542168674698,0.7932422599835365,0.7688783103062053
6,42,29,74,0.5,0.0,0.25,1.0,99.85542168674698,0.793743311573072,0.7683861890638796
6,42,28,72,0.5,0.0,0.25,1.5,96.00000000000003,0.8066837611208859,0.7863672292777178
6,42,29,74,0.5,-0.25,0.0,0.5,99.85542168674698,0.7927325091589923,0.768712706284836
6,42,29,74,0.5,0.75,-0.5,1.0,99.85542168674698,0.7920289088186045,0.7693105245370158
6,42,28,72,0.5,0.5,0.0,1.5,96.00000000000003,0.8061785372943825,0.7859913461226877
6,42,30,76,0.25,0.75,-0.25,0.25,103.80487804878048,0.7789770249977932,0.7521098263368969
6,42,29,74,0.25,0.0,0.25,0.75,99.85542168674698,0.7925997739579573,0.7679639664424694
6,42,29,73,0.5,0.5,-0.5,1.0,107.57894736842105,0.769831758970452,0.7338975785118895
6,42,29,73,0.25,-0.5,0.5,1.0,107.57894736842105,0.7675573589612706,0.7354813210086987
6,42,29,74,0.5,-0.25,0.25,0.75,99.85542168674698,0.7920896796117407,0.7678000431187589
6,42,29,74,0.25,0.75,-0.5,0.75,99.85542168674698,0.7908737117380671,0.7688265727923895
6,42,29,73,0.0,0.75,0.0,1.25,107.57894736842105,0.7651744797153673,0.7374080397101589
6,42,30,76,0.25,0.25,0.0,0.25,103.80487804878048,0.7798134216911276,0.74900521051029
6,42,29,73,0.25,1.0,-0.25,1.5,107.57894736842105,0.7638246369126235,0.7377815866881342
6,42,28,72,0.5,0.25,0.0,1.25,96.00000000000003,0.8051365689349986,0.7837051289485113
6,42,28,72,0.25,0.25,0.25,1.5,96.00000000000003,0.8044912765590196,0.7839105098851195
6,42,29,74,0.25,0.25,0.25,1.0,99.85542168674698,0.7915646963761073,0.765909779766514
6,42,29,74,0.25,0.75,-0.25,1.0,99.85542168674698,0.7898235063814308,0.7673556763002953
6,42,28,72,0.5,0.0,0.0,1.25,96.00000000000003,0.8038452990983044,0.7824344315991846
6,42,28,72,0.5,0.0,0.5,1.5,96.00000000000003,0.8036648106529789,0.7821831968147694
6,42,30,76,0.5,0.5,-0.25,0.5,103.80487804878048,0.7784132220752671,0.7466056738621873
6,42,28,72,0.5,0.0,0.25,1.25,96.00000000000003,0.8035368071025025,0.7820049349560685
6,42,30,76,0.25,0.5,0.0,0.25,103.80487804878048,0.7777688909289713,0.7470188622118947
6,42,28,72,0.5,0.5,-0.25,1.5,96.00000000000003,0.8033236966048721,0.7820395537841839
6,42,28,72,0.25,0.5,0.0,1.5,96.00000000000003,0.8026909458011653,0.7822584817455102
6,42,30,76,0.5,0.75,-0.5,0.5,103.80487804878048,0.776606271300994,0.7473633030366087
6,42,29,73,0.0,0.25,0.0,1.0,107.57894736842105,0.7646271798484712,0.732174416551557
6,42,28,72,0.25,0.5,0.25,1.5,96.00000000000003,0.8023820448927522,0.7818315933628384
6,42,29,74,0.25,0.5,0.25,1.0,99.85542168674698,0.7894893558818796,0.7638786008555861
6,42,29,74,0.5,0.5,0.0,1.25,99.85542168674698,0.7899819405957459,0.7633457313679834
6,42,29,73,0.25,0.5,-0.5,1.0,107.57894736842105,0.7664397999997739,0.7301877549508196
6,42,31,78,0.25,0.75,-0.5,-0.5,107.85185185185183,0.7638312896852557,0.7299427574551126
6,42,30,76,0.0,0.5,-0.25,0.0,103.80487804878048,0.774648118034679,0.7477447375083439
6,42,29,74,0.25,0.75,0.0,1.0,99.85542168674698,0.7876535243907269,0.7643011993823275
6,42,29,73,0.0,0.75,-0.25,1.25,107.57894736842105,0.762088130220734,0.7328905486238183
6,42,28,72,0.5,0.25,-0.25,1.25,96.00000000000003,0.802296505710937,0.7797355623758152
6,42,28,72,0.25,0.25,0.0,1.25,96.00000000000003,0.8016637628301534,0.7799839788334281
6,42,30,76,0.0,0.75,-0.5,0.0,103.80487804878048,0.772796136946003,0.7481953717125457
6,42,29,73,0.0,0.0,0.25,1.0,107.57894736842105,0.7632265118113878,0.7307334189825897
6,42,28,72,0.25,0.25,0.5,1.5,96.00000000000003,0.8014839697794042,0.7797331443733555
6,42,28,72,0.25,0.25,0.25,1.25,96.00000000000003,0.8013564593512723,0.7795551665619505
6,42,29,75,0.5,0.25,-0.5,0.0,93.33333333333336,0.8112260845416879,0.7919746492088331
6,42,31,78,0.5,0.0,-0.25,-0.75,107.85185185185183,0.7652026175999889,0.7263251628703452
6,42,29,73,0.0,0.5,0.0,1.0,107.57894736842105,0.7625962497527836,0.7302036313218017
6,42,29,74,0.25,0.75,-0.5,0.5,99.85542168674698,0.7864697736428463,0.7626262261763733
6,42,29,73,0.5,1.0,-0.5,1.5,107.57894736842105,0.7602897726981883,0.7313735761107147
6,42,28,72,0.25,0.0,0.5,1.5,96.00000000000003,0.8001944642650436,0.778464280971342
6,42,28,72,0.25,0.0,0.25,1.25,96.00000000000003,0.8000671589881142,0.7782865927840643
6,42,28,72,0.5,-0.25,0.5,1.5,96.00000000000003,0.7996517884127279,0.7782328825313719
6,42,28,72,0.5,0.5,-0.25,1.25,96.00000000000003,0.8001997060631593,0.7776752244106317
6,42,28,72,0.5,-0.25,0.25,1.25,96.00000000000003,0.7995244240355586,0.7780555209609531
6,42,28,72,0.25,0.5,0.0,1.25,96.00000000000003,0.7995619443971521,0.7779154754006204
6,42,30,76,0.0,0.5,-0.5,-0.25,103.80487804878048,0.7722705737479163,0.7442886228013721
6,42,29,75,0.5,0.5,-0.5,0.0,93.33333333333336,0.8091059474648998,0.7898819712344491
6,42,29,74,0.5,0.25,0.25,1.25,99.85542168674698,0.7870676625816146,0.7581110244131589
6,42,29,74,0.5,0.75,-0.25,1.25,99.85542168674698,0.7853011653840347,0.7597575476651202
6,42,31,78,0.25,0.25,-0.25,-0.75,107.85185185185183,0.7630654155174879,0.7238155111463705
6,42,29,74,0.5,0.0,-0.25,0.25,99.85542168674698,0.7864146932385003,0.7577750383283894
6,42,31,78,0.0,0.5,-0.5,-0.75,107.85185185185183,0.7598434538860236,0.7260731709982375
6,42,31,78,0.5,0.25,-0.25,-0.5,107.85185185185183,0.7633276189421332,0.7226509789117905
6,42,29,74,0.5,0.0,0.5,1.0,99.85542168674698,0.7862910737511162,0.7575939606399972
6,42,29,74,0.5,0.25,-0.5,0.25,99.85542168674698,0.786432263252814,0.7571777506353983
6,42,29,73,-0.25,0.0,0.5,1.0,107.57894736842105,0.7603328122460317,0.7263693497984999
6,42,31,78,0.25,0.0,-0.25,-0.75,107.85185185185183,0.7618377215170722,0.7226376427711058
6,42,29,74,0.25,-0.25,0.25,0.5,99.85542168674698,0.784270709685664,0.757820116494023
6,42,29,74,0.0,0.5,0.0,0.75,99.85542168674698,0.782795535190781,0.7591969115269847
6,42,31,78,0.5,-0.25,-0.25,-0.75,107.85185185185183,0.76138165258818,0.7226569523066793
6,42,31,78,0.5,0.0,-0.25,-0.5,107.85185185185183,0.7621034018740159,0.7214792745940918
6,42,30,76,0.25,1.0,-0.5,0.25,103.80487804878048,0.7680715206925933,0.7436759481999157
6,42,29,73,0.0,0.5,-0.25,1.0,107.57894736842105,0.7595574102248115,0.72562190615468
6,42,30,76,0.5,0.75,-0.25,0.5,103.80487804878048,0.7716939398866978,0.7400850824926046
6,42,29,74,0.5,0.5,0.25,1.25,99.85542168674698,0.7850106634722693,0.7561078261485275
6,42,29,74,0.5,0.0,-0.5,0.25,99.85542168674698,0.7851709911912497,0.7559500647046039
6,42,28,72,0.5,0.75,-0.25,1.5,96.00000000000003,0.7963893865839528,0.7752094953696819
6,42,29,73,0.25,1.0,-0.5,1.5,107.57894736842105,0.7568528220766401,0.7276313820393515
6,42,28,72,0.25,0.75,0.0,1.5,96.00000000000003,0.7957399732412517,0.775401553422779
6,42,28,72,0.25,0.5,-0.25,1.25,96.00000000000003,0.7967447557424706,0.7739691534349389
6,42,29,75,0.5,0.5,-0.5,0.25,93.33333333333336,0.806546635690807,0.7863655588227817
6,42,29,74,0.5,0.75,0.0,1.25,99.85542168674698,0.7831627969427323,0.7566789382237291
6,42,29,73,0.25,0.75,-0.5,1.0,107.57894736842105,0.7598027474124835,0.723787255352961
6,42,29,74,0.25,0.25,-0.25,0.25,99.85542168674698,0.7842646886809326,0.7553155371273614
6,42,29,75,0.5,0.25,-0.25,0.0,93.33333333333336,0.8065295656607187,0.785500393103916
6,42,29,74,0.25,0.25,0.5,1.0,99.85542168674698,0.784141550442802,0.7551347479730859
6,42,29,75,0.25,0.5,-0.5,0.0,93.33333333333336,0.8056280937946464,0.7861699192493773
6,42,30,76,0.5,0.25,0.0,0.5,103.80487804878048,0.7725933069356034,0.7367001880610085
6,42,30,76,0.0,0.75,-0.25,0.0,103.80487804878048,0.7678520313607934,0.7410919422374328
6,42,29,73,0.5,0.0,-0.25,0.75,107.57894736842105,0.7616272357896319,0.7207079931804853
6,42,30,76,0.0,0.25,-0.25,-0.25,103.80487804878048,0.7694198711113923,0.7390809311564736
8,41,31,77,0.5,0.25,-0.25,0.75,105.37670299727517,0.7696292057717957,0.7278190169899779
6,42,29,74,0.25,0.0,-0.25,0.25,99.85542168674698,0.7830028872240042,0.7540864086121137
6,42,30,76,0.25,-0.25,0.0,-0.25,103.80487804878048,0.7702315201445271,0.7373807064506972
6,42,29,74,0.5,-0.5,0.25,0.5,99.85542168674698,0.7814417894963597,0.7553974574568161
6,42,30,76,0.5,0.0,0.25,0.25,103.80487804878048,0.7715906858294349,0.7358675335969002
6,42,29,75,0.5,0.0,-0.25,0.0,93.33333333333336,0.8052360617500498,0.7842267849182054
6,42,29,74,0.25,0.0,0.5,1.0,99.85542168674698,0.7828799471026708,0.7539059136568766
6,42,29,74,0.0,0.5,-0.25,0.5,99.85542168674698,0.7805910291045748,0.7560653049925867
6,42,31,78,0.25,0.25,-0.25,-0.5,107.85185185185183,0.7599786159139303,0.7189773444403652
6,42,29,74,0.25,0.25,-0.5,0.25,99.85542168674698,0.7830258263004738,0.7534934714662099
6,42,29,74,0.5,-0.25,-0.25,0.25,99.85542168674698,0.7824878077855189,0.7539479942679943
6,42,30,76,0.0,0.25,0.0,0.0,103.80487804878048,0.7688007019447587,0.7381624231110174
6,42,29,74,0.5,-0.25,0.5,1.0,99.85542168674698,0.7823648055800483,0.7537678310888651
6,42,29,73,0.0,1.0,0.0,1.5,107.57894736842105,0.7528659793839301,0.7269694247134593
6,42,30,77,0.5,0.25,-0.5,-0.75,96.89887640449439,0.7927647798436728,0.7662135850446535
8,41,31,77,0.5,0.5,-0.25,0.75,105.37670299727517,0.7685154450572375,0.726752981530207
6,42,29,74,0.0,0.25,0.0,0.5,99.85542168674698,0.7805354271876551,0.7550529473794513
6,42,30,76,0.5,0.5,0.0,0.5,103.80487804878048,0.7705741365137871,0.7347535648214641
6,42,29,74,0.25,-0.25,0.5,0.75,99.85542168674698,0.7812123589861177,0.7533825953814962
6,42,28,72,0.5,0.0,0.0,1.0,96.00000000000003,0.7950208011223788,0.7699854770029636
6,42,29,74,0.0,0.25,0.25,0.75,99.85542168674698,0.7799062370393559,0.7541490887412388
6,42,30,76,0.25,0.75,-0.25,0.5,103.80487804878048,0.7682953485093933,0.7363901545251396
6,42,28,72,0.25,0.75,-0.25,1.5,96.00000000000003,0.7929253177158988,0.7714970212579186
6,42,29,74,0.25,0.5,0.25,1.25,99.85542168674698,0.7816031286917599,0.7524230291835049
6,42,30,76,0.0,0.5,-0.25,-0.25,103.80487804878048,0.7673762111243515,0.7370915557429248
6,42,29,74,0.0,0.75,-0.25,0.75,99.85542168674698,0.7780616696835015,0.7554522377166109
6,42,29,73,0.25,0.25,-0.25,0.75,107.57894736842105,0.7595066914295143,0.7182107138330689
6,42,29,75,0.5,0.25,-0.25,0.25,93.33333333333336,0.8039931266023632,0.7819646987338301
6,42,30,77,0.5,0.0,-0.5,-0.75,96.89887640449439,0.7914933517564354,0.7649712484366991
6,42,28,72,0.25,-0.25,0.5,1.25,96.00000000000003,0.7930951230051062,0.7701845351699734
6,42,29,74,0.25,0.75,0.0,1.25,99.85542168674698,0.7797358682196374,0.7529789709557488
6,42,31,78,0.25,0.5,-0.25,-0.5,107.85185185185183,0.7579860884508259,0.717070629500771
6,42,30,76,0.0,0.75,-0.5,-0.25,103.80487804878048,0.7654953455730932,0.7376665770930121
6,42,29,75,0.5,0.25,-0.5,-0.25,93.33333333333336,0.8036112732356919,0.7814300039670884
6,42,29,74,0.25,0.5,-0.5,0.25,99.85542168674698,0.7809728731902768,0.7514952203807748
6,42,29,75,0.25,0.25,-0.25,0.0,93.33333333333336,0.8030746906609301,0.7818069122915199
6,42,30,76,0.0,0.5,0.0,0.0,103.80487804878048,0.7667586865360534,0.7361755200347267
6,42,30,76,0.25,0.25,0.25,0.25,103.80487804878048,0.7694633596574822,0.7333934199683814
6,42,29,73,0.25,1.0,-0.5,1.25,107.57894736842105,0.7534202859659882,0.7225502542259368
6,42,30,76,0.5,-0.5,0.0,-0.25,103.80487804878048,0.7674720703300071,0.7351057227606733
6,42,28,72,0.5,0.5,-0.5,1.25,96.00000000000003,0.793662959130163,0.7684053748437701
6,42,29,74,0.0,0.5,0.0,0.5,99.85542168674698,0.7784622431162491,0.753020580278471
6,42,30,76,0.0,0.75,-0.25,0.25,103.80487804878048,0.7650394082335579,0.7370009140081591
6,42,30,77,0.5,0.25,-0.5,-0.5,96.89887640449439,0.7909015506610328,0.7635134961669497
6,42,29,73,0.25,-0.25,0.0,0.75,107.57894736842105,0.7574575135469653,0.7180729758501726
6,42,29,73,0.25,0.0,-0.25,0.75,107.57894736842105,0.7582847230512053,0.7170419661707529
6,42,30,76,0.5,0.0,-0.5,-0.5,103.80487804878048,0.7692980299080834,0.732347774654152
6,42,29,73,0.0,-0.25,0.25,0.75,107.57894736842105,0.7573067348266979,0.7178372958832155
6,42,29,73,0.5,-0.25,-0.25,0.75,107.57894736842105,0.7578241240999196,0.7170681514001793
6,42,31,78,0.0,0.75,-0.5,-0.75,107.85185185185183,0.753177250417673,0.7196131908525416
6,42,28,72,0.5,0.25,-0.25,1.0,96.00000000000003,0.7935197381253132,0.7672455040848161
6,42,31,78,0.5,0.0,-0.5,-1.0,107.85185185185183,0.7579063072109339,0.7148396905929418
6,42,28,72,0.25,0.25,0.0,1.0,96.00000000000003,0.7928731563227884,0.7675548607402282
6,42,29,75,0.5,0.0,-0.5,-0.25,93.33333333333336,0.8023224496527197,0.7801629954991743
6,42,29,74,0.0,0.5,0.25,0.75,99.85542168674698,0.7778347241630653,0.7521191545458801
8,41,31,77,0.5,0.25,0.0,0.75,105.37670299727517,0.7665182746118022,0.7229321437031517
6,42,30,76,0.25,0.0,0.25,0.25,103.80487804878048,0.7682253720210611,0.7321999654171797
6,42,29,74,0.5,1.0,-0.5,1.0,99.85542168674698,0.7759899128958293,0.7535186106115391
6,42,29,74,0.5,-0.5,0.5,0.75,99.85542168674698,0.778390914394453,0.7509813698595564
6,42,29,75,0.5,0.5,-0.25,0.25,93.33333333333336,0.8018918928406858,0.7798984705996079
6,42,31,78,0.5,0.5,-0.5,-0.25,107.85185185185183,0.757321132023722,0.7143973695593872
6,42,30,76,0.5,-0.25,0.25,0.25,103.80487804878048,0.7677378226188531,0.7321511305336614
6,42,30,76,0.25,-0.25,0.25,0.0,103.80487804878048,0.7671350220506754,0.7326982478002746
8,41,31,77,0.25,0.5,-0.25,0.75,105.37670299727517,0.7655008763376375,0.7232336723321893
6,42,30,77,0.25,0.25,-0.5,-0.75,96.89887640449439,0.7893508795643936,0.7625373513787419
6,42,29,74,0.0,0.75,0.0,0.75,99.85542168674698,0.7759279701877392,0.7524422245738843
