z_s,z_p1,z_p2,z_r2,xs,xp1,xp2,xr2,Ratio,eta_fwd,eta_bwd
6,42,29,75,-0.25,0.0,0.5,0.0,93.33333333333336,0.7599019081743156,0.7245718610999365
8,41,30,75,0.25,0.75,-0.5,1.0,100.45,0.7424963412943274,0.6889975058861927
6,42,30,76,0.5,0.0,0.5,0.75,103.80487804878048,0.733893281606125,0.6745318223238758
6,42,29,75,0.25,0.25,0.5,0.5,93.33333333333336,0.7626873969122945,0.7218549332240084
8,41,30,76,0.25,0.25,-0.25,0.25,91.75721153846152,0.7694447191270933,0.7277117153302075
6,42,30,77,0.0,0.25,0.0,-0.5,96.89887640449439,0.7492289751761312,0.7074928781210879
6,42,29,73,-0.5,0.5,0.25,1.0,107.57894736842105,0.7099165828634927,0.6725219103879219
6,42,28,72,-0.25,1.0,0.0,1.5,96.00000000000003,0.7428812423385228,0.7200374874668313
8,41,30,76,0.0,0.25,0.0,0.5,91.75721153846152,0.7673278082082051,0.7292539341707347
6,42,27,70,0.0,-0.5,0.5,1.25,92.23529411764707,0.76381479838265,0.7286047934291584
8,41,31,78,0.0,0.25,-0.25,-0.25,96.01838235294113,0.7541275163560797,0.7088731154762853
8,41,30,76,0.5,1.0,-0.5,1.0,91.75721153846152,0.7653794517684769,0.730886609184801
6,42,28,72,-0.25,1.0,0.25,1.5,96.00000000000003,0.7425988431706675,0.719637970254864
6,42,29,75,0.25,-0.5,0.0,-0.5,93.33333333333336,0.7601411953699633,0.7230427914654273
8,41,30,76,0.25,-0.25,0.25,0.5,91.75721153846152,0.7674856412089286,0.7280408518977114
6,42,30,76,-0.25,0.75,-0.5,-0.5,103.80487804878048,0.7231057008656163,0.6828718006403239
6,42,28,71,0.5,0.0,-0.5,1.25,103.27272727272727,0.7345769733466668,0.67564138159955
6,42,28,72,0.0,1.0,-0.5,1.0,96.00000000000003,0.7456710079587553,0.7157432637465861
6,42,30,77,0.5,-0.5,-0.25,-1.0,96.89887640449439,0.7490367617293265,0.7058954922610908
6,42,30,76,-0.25,1.0,0.0,0.25,103.80487804878048,0.7193974383290452,0.6860765234947288
6,42,29,74,-0.25,1.0,0.25,1.0,99.85542168674698,0.7304579615705311,0.7023515771292643
6,42,28,72,-0.25,0.75,-0.25,1.0,96.00000000000003,0.7451638914785577,0.7160172759460462
6,42,29,75,0.25,0.0,0.5,0.5,93.33333333333336,0.7614603111050482,0.7206802553063898
6,42,29,75,0.0,-0.5,0.5,-0.25,93.33333333333336,0.759582987489517,0.7221754950783309
6,42,27,70,0.25,0.5,-0.5,1.5,92.23529411764707,0.7645864550941377,0.7259565621729387
8,41,32,80,0.0,0.5,-0.5,-0.75,100.45,0.7406729931696059,0.6880964034929397
8,41,30,76,0.0,0.5,0.0,0.5,91.75721153846152,0.7662039641556071,0.7281703408233438
8,41,30,76,0.25,0.25,-0.5,0.25,91.75721153846152,0.7684050232303938,0.7260763421716527
6,42,30,76,-0.5,0.25,0.5,0.0,103.80487804878048,0.7248639482964654,0.6802230886175221
10,40,31,77,0.5,0.0,0.25,1.25,106.2068965517242,0.7297729609406965,0.6603333454086798
8,41,31,78,0.0,0.5,-0.25,-0.25,96.01838235294113,0.7530230057217834,0.7078198058456037
6,42,27,70,0.25,-0.5,0.25,1.25,92.23529411764707,0.7629416468033487,0.7272622324338189
8,41,31,77,-0.25,0.5,0.25,0.75,105.37670299727517,0.7242232819621947,0.6705099803092451
6,42,29,75,0.5,-0.25,0.5,0.5,93.33333333333336,0.7608787960762282,0.7205217519987208
6,42,29,75,0.0,0.5,0.25,0.5,93.33333333333336,0.7584665433060273,0.7228105154230984
8,41,30,75,0.0,1.0,-0.25,1.25,100.45,0.7360338175338991,0.6918985344709414
8,41,30,76,0.25,0.0,-0.25,0.25,91.75721153846152,0.7677556541912972,0.7260940332464283
8,41,30,76,0.0,0.75,0.0,0.75,91.75721153846152,0.7647533632186919,0.7288374165699643
8,41,31,78,0.25,0.0,0.0,-0.25,96.01838235294113,0.7547622120796584,0.7056953775791407
6,42,30,77,0.5,0.25,0.0,-0.25,96.89887640449439,0.7513860908317427,0.7022947089071901
6,42,29,74,0.0,1.0,0.25,1.5,99.85542168674698,0.7336757788132285,0.6978709810438417
6,42,31,78,-0.25,0.75,-0.5,-1.0,107.85185185185183,0.7121671735387689,0.6656300152970281
6,42,29,74,0.5,-0.75,0.0,0.0,99.85542168674698,0.7363021319769613,0.6953353556855592
6,42,29,75,0.5,0.25,0.25,0.75,93.33333333333336,0.7618918470533415,0.7189383833736835
6,42,29,75,0.25,0.75,0.0,0.75,93.33333333333336,0.7590644602345881,0.7214245680681786
6,42,27,70,0.0,0.5,-0.25,1.5,92.23529411764707,0.7615212060923071,0.7273887144200457
6,42,28,71,-0.25,0.75,0.0,1.5,103.27272727272727,0.723632306614602,0.6836584206818087
6,42,30,77,0.0,0.5,0.0,-0.5,96.89887640449439,0.7472389443292706,0.7055885278968267
8,41,30,76,0.25,1.0,-0.25,1.0,91.75721153846152,0.7635213244533158,0.7291631331670213
10,40,31,77,0.25,0.75,0.0,1.5,106.2068965517242,0.7279712536147244,0.6606894950232257
10,40,31,77,0.25,0.5,0.0,1.25,106.2068965517242,0.7291825098802664,0.6595384890337447
6,42,28,71,0.0,0.25,-0.25,1.25,103.27272727272727,0.7302894992350966,0.6771833145182269
6,42,29,73,-0.25,1.0,-0.5,1.0,107.57894736842105,0.7087261710162628,0.6698503062257892
6,42,30,76,0.25,0.25,0.5,0.75,103.80487804878048,0.7319122848405525,0.6721554426867967
8,41,31,78,0.5,-0.25,0.0,-0.25,96.01838235294113,0.7537481053171209,0.7053486049197175
8,41,30,76,0.5,-0.25,-0.25,0.25,91.75721153846152,0.7666936206931655,0.7256180556264666
8,41,30,76,0.25,0.5,-0.5,0.25,91.75721153846152,0.7672904231981985,0.725009871180434
6,42,29,73,0.5,-0.75,0.0,0.5,107.57894736842105,0.7158740517087838,0.662679529186229
8,41,31,78,0.0,1.0,-0.5,0.0,96.01838235294113,0.74802758479806,0.710372715414228
6,42,28,72,0.0,-0.25,0.0,0.5,96.00000000000003,0.7513642438356157,0.7072950907212651
6,42,28,71,0.0,0.75,-0.5,1.5,103.27272727272727,0.7276509918028455,0.6788518238335289
6,42,29,73,0.25,-0.75,0.25,0.5,107.57894736842105,0.715736083011767,0.6624464136763
8,41,30,75,0.0,0.75,-0.25,1.0,100.45,0.7383289259991712,0.687712136512586
8,41,30,75,-0.25,0.5,0.25,1.25,100.45,0.7361535748961807,0.6896848672094981
8,41,30,76,0.0,0.75,-0.25,0.5,91.75721153846152,0.7638912037468247,0.7275221136378541
6,42,31,78,-0.25,0.0,0.25,-0.75,107.85185185185183,0.7183356901710228,0.658196269340233
6,42,29,75,0.0,0.0,0.5,0.25,93.33333333333336,0.7576095291450758,0.7210358113266743
10,40,31,77,0.25,0.25,0.25,1.25,106.2068965517242,0.7288578247177491,0.6584676141445566
6,42,30,77,0.5,0.0,0.0,-0.25,96.89887640449439,0.7501810254648993,0.7011560101899164
6,42,28,72,-0.25,-0.25,0.25,0.5,96.00000000000003,0.7510924912303707,0.7068568310243758
6,42,31,78,-0.25,0.25,0.0,-0.75,107.85185185185183,0.7136286601759754,0.6621202144614667
8,41,32,80,0.25,0.75,-0.5,-0.5,100.45,0.7402284627898527,0.6852091180252042
8,41,31,77,-0.25,0.75,0.0,0.5,105.37670299727517,0.7217005714622845,0.6698391071426442
6,42,28,71,0.25,0.25,-0.5,1.25,103.27272727272727,0.7325976007055944,0.6732699063577023
8,41,30,76,0.0,0.25,0.25,0.75,91.75721153846152,0.7649776228043863,0.7256186687510966
6,42,27,70,0.25,-0.25,0.0,1.25,92.23529411764707,0.7623446141797652,0.7242936567653138
8,41,30,76,0.5,0.75,0.0,1.25,91.75721153846152,0.7658122481720064,0.7245762548971192
6,42,29,74,-0.25,0.75,0.5,1.25,99.85542168674698,0.7320226446754508,0.6964655025080714
8,41,31,77,0.0,0.0,0.25,0.25,105.37670299727517,0.7264893374782343,0.6649949824980904
8,41,31,77,-0.25,0.0,0.25,0.25,105.37670299727517,0.7264893374782343,0.6649949824980904
8,41,30,76,0.5,-0.5,0.25,0.5,91.75721153846152,0.76449571013514,0.7256877940698271
8,41,30,75,-0.25,0.5,0.5,1.5,100.45,0.7356321874612435,0.6888430077735866
8,41,30,76,0.25,0.0,0.5,0.75,91.75721153846152,0.7663139884031985,0.7238250233547389
6,42,29,75,0.0,1.0,-0.25,0.5,93.33333333333336,0.7521098042650018,0.7250389846703068
6,42,31,78,0.5,0.5,-0.25,0.0,107.85185185185183,0.7215614303680805,0.654000389533737
6,42,28,72,0.0,0.75,-0.5,0.75,96.00000000000003,0.7472044462074637,0.7094959194136723
8,41,30,75,-0.25,0.75,0.25,1.5,100.45,0.7342284105591053,0.6898322395835118
6,42,28,72,-0.25,1.0,0.0,1.25,96.00000000000003,0.7400205668607438,0.7159729454064275
8,41,31,77,0.0,0.75,0.25,1.25,105.37670299727517,0.7249664400166439,0.6657575746368368
6,42,29,75,0.5,0.5,0.25,0.75,93.33333333333336,0.7599006448666503,0.7170386931230822
8,41,30,76,0.0,0.75,-0.5,0.5,91.75721153846152,0.7628480760964478,0.7259259942006631
10,40,31,77,0.5,0.75,-0.25,1.5,106.2068965517242,0.7271362670523404,0.6579469100260933
10,40,31,77,0.5,0.5,-0.25,1.25,106.2068965517242,0.728346972064845,0.6567571374678687
6,42,28,71,0.0,0.5,-0.25,1.25,103.27272727272727,0.7283497736254795,0.6753605481883473
6,42,30,76,0.25,0.5,0.5,0.75,103.80487804878048,0.7299933422577083,0.6703728985854966
8,41,30,76,0.5,-0.25,0.5,0.75,91.75721153846152,0.7652519615627145,0.7233553896649452
6,42,29,75,0.5,-0.75,0.25,-0.25,93.33333333333336,0.7538019868134893,0.7218177446908594
8,41,30,76,0.0,0.5,0.25,0.75,91.75721153846152,0.7638572208815539,0.7245404770193022
8,41,30,75,0.25,0.0,0.0,0.75,100.45,0.7405973221507937,0.6825730505871487
6,42,30,76,-0.5,-0.25,0.5,-0.5,103.80487804878048,0.7289317022478232,0.6708716218407537
6,42,27,70,0.5,0.0,-0.25,1.25,92.23529411764707,0.7629794737974277,0.7213287505464956
10,40,31,77,0.5,0.0,0.5,1.5,106.2068965517242,0.7277112737240171,0.6566849343105958
10,40,31,77,0.25,0.0,0.25,1.25,106.2068965517242,0.7270473905570844,0.6568091447738139
6,42,29,75,-0.25,0.25,0.0,-0.25,93.33333333333336,0.7524424647681826,0.7221614242341032
8,41,30,75,0.5,-0.25,0.0,0.75,100.45,0.7396301596326762,0.6823659848998368
6,42,30,76,-0.25,0.25,0.5,0.25,103.80487804878048,0.7223309796025376,0.6761023165501089
8,41,31,78,0.0,0.25,0.0,0.0,96.01838235294113,0.7506765738327184,0.7033197822856689
6,42,29,75,-0.25,0.75,0.0,0.0,93.33333333333336,0.7505227178986026,0.7236992928338241
6,42,29,75,-0.25,0.75,-0.25,-0.25,93.33333333333336,0.7505191845916623,0.7236941435777557
8,41,30,76,0.5,0.25,0.25,1.25,91.75721153846152,0.7660259513172112,0.7210579981813579
6,42,29,75,0.5,1.0,-0.25,0.75,93.33333333333336,0.7536665008648098,0.7204797843473861
10,40,32,80,0.5,0.5,-0.5,0.0,100.00000000000001,0.7431279308856166,0.6819413687003562
8,41,31,78,0.0,0.75,-0.25,0.25,96.01838235294113,0.7490022134819772,0.7046164038046687
6,42,28,71,0.25,0.5,-0.5,1.25,103.27272727272727,0.7306768613476128,0.6714844067188637
6,42,28,72,0.25,-0.5,0.0,0.5,96.00000000000003,0.7485847829073011,0.705068684688159
8,41,30,76,0.5,0.0,0.5,1.0,91.75721153846152,0.765513357763152,0.7213167175106576
6,42,30,77,0.25,0.25,0.0,-0.25,96.89887640449439,0.7481947171885004,0.6988237980691534
6,42,29,73,0.0,0.25,-0.5,0.5,107.57894736842105,0.7177341950363363,0.6561519606015557
8,41,30,76,0.25,0.0,0.0,0.25,91.75721153846152,0.7649906405257866,0.7217332434963516
10,40,31,77,0.5,-0.25,0.25,1.25,106.2068965517242,0.7260446139375435,0.6569113154383539
6,42,28,72,0.0,-0.5,0.25,0.5,96.00000000000003,0.7483137435598208,0.7046325418140782
8,41,31,78,0.25,-0.25,0.0,-0.25,96.01838235294113,0.7509010250866132,0.7020371603970372
8,41,31,78,0.5,0.0,-0.5,-0.5,96.01838235294113,0.7524304404202278,0.7005202615860944
8,41,30,75,0.5,0.0,-0.25,0.75,100.45,0.7402775228604647,0.680556943728378
8,41,31,77,-0.25,0.25,0.25,0.5,105.37670299727517,0.7215298517765792,0.665186588651645
6,42,27,70,0.5,-0.5,0.0,1.25,92.23529411764707,0.7595039046585789,0.7219384847810739
6,42,30,77,-0.25,0.5,-0.25,-0.75,96.89887640449439,0.740167458832166,0.7049684358664985
8,41,31,77,-0.25,1.0,-0.25,0.75,105.37670299727517,0.7166005236901437,0.6695658784050303
8,41,30,76,0.5,-0.25,0.0,0.25,91.75721153846152,0.7639286263886829,0.7212694582188536
6,42,28,72,0.25,-0.25,-0.25,0.5,96.00000000000003,0.7488659738158796,0.7032510570646398
10,40,31,77,0.25,0.25,0.5,1.5,106.2068965517242,0.7268025876321926,0.65481688656139
8,41,31,78,0.0,0.5,0.0,0.0,96.01838235294113,0.7495771175196512,0.7022747243141411
8,41,30,76,0.5,0.5,0.25,1.25,91.75721153846152,0.7649174050139902,0.7200018655760412
6,42,30,76,0.5,0.75,0.0,1.0,103.80487804878048,0.7274467647017917,0.669036067526392
6,42,31,79,0.5,0.25,-0.5,-1.25,100.54545454545456,0.7382187999769604,0.680601391343504
8,41,32,80,0.0,0.75,-0.5,-0.75,100.45,0.7357497594742126,0.6834530077052732
8,41,32,80,0.5,0.0,-0.25,-0.75,100.45,0.7397790074610643,0.6797037357260755
8,41,30,76,0.0,0.75,0.0,1.0,91.75721153846152,0.7610657057702215,0.7231866759817553
6,42,31,78,-0.25,0.0,0.0,-1.0,107.85185185185183,0.7158773690490061,0.6538995612936648
6,42,29,73,0.0,-0.75,0.5,0.5,107.57894736842105,0.713149417240883,0.6580554067940985
6,42,28,72,-0.5,-0.25,0.5,0.5,96.00000000000003,0.7484531237028097,0.702579499916314
8,41,30,75,-0.25,0.25,0.5,1.25,100.45,0.7336853726286416,0.6849458111321743
8,41,31,77,-0.25,0.75,0.25,0.75,105.37670299727517,0.7193308870465929,0.6658968121708482
8,41,30,76,0.25,0.25,0.5,1.0,91.75721153846152,0.7643462134001348,0.7196412264700175
6,42,27,70,0.25,0.25,-0.25,1.25,92.23529411764707,0.7609853923854814,0.7190228691749997
6,42,28,72,0.5,0.0,-0.5,0.5,96.00000000000003,0.7500198865357471,0.7007733959109275
6,42,29,73,-0.25,0.75,-0.5,0.75,107.57894736842105,0.7094265499051917,0.6610950003682171
8,41,31,77,-0.25,-0.25,0.5,0.25,105.37670299727517,0.7253784150694799,0.6598274577822847
6,42,29,73,-0.5,0.75,0.0,1.0,107.57894736842105,0.7034950703463856,0.6663883865621336
6,42,30,76,-0.25,-0.5,0.5,-0.5,103.80487804878048,0.7262736348445834,0.6689178813503118
6,42,28,72,-0.25,1.0,-0.25,1.25,96.00000000000003,0.7374447320890596,0.7122796531706744
8,41,31,77,-0.25,0.5,0.25,0.5,105.37670299727517,0.7204558768865392,0.6641789007119747
6,42,31,78,0.0,0.0,0.25,-0.5,107.85185185185183,0.7155593724691494,0.6533411052603785
6,42,31,78,0.0,0.5,0.0,-0.25,107.85185185185183,0.715305961788447,0.6535068442211173
6,42,28,72,-0.25,0.25,0.0,0.75,96.00000000000003,0.7424527702402429,0.7072561001317573
8,41,31,78,0.25,0.25,-0.5,-0.5,96.01838235294113,0.7512538075005777,0.6987755084577835
6,42,29,75,-0.25,1.0,-0.5,0.0,93.33333333333336,0.7458198316600764,0.724033250078948
8,41,29,73,0.25,0.0,0.25,1.5,95.7291122715405,0.7515960992532005,0.7004814066036362
8,41,31,78,0.5,0.75,-0.25,0.5,96.01838235294113,0.7500916214080854,0.6997536355921029
6,42,30,77,0.25,0.5,0.0,-0.25,96.89887640449439,0.7462330849918432,0.696970529970755
6,42,29,75,0.25,0.5,0.25,0.75,93.33333333333336,0.7566857893369281,0.7135613321711032
6,42,29,73,0.0,0.5,-0.5,0.5,107.57894736842105,0.7158278176333093,0.6543858041186248
8,41,30,75,-0.25,0.75,0.0,1.25,100.45,0.7316300929646122,0.6856643509725896
8,41,30,75,0.25,0.25,-0.25,0.75,100.45,0.739089378287158,0.6787398959217709
8,41,31,77,0.5,-0.75,0.5,0.5,105.37670299727517,0.7203447015957422,0.6638415578939663
8,41,30,76,0.25,-0.25,0.5,0.75,91.75721153846152,0.7623937052236018,0.7200728248546491
6,42,28,72,-0.5,0.25,0.25,0.75,96.00000000000003,0.7421798481727703,0.7068361284196445
6,42,31,79,0.5,0.0,-0.5,-1.25,100.54545454545456,0.737034852177208,0.6794978661119049
6,42,29,75,-0.25,0.25,0.25,0.0,93.33333333333336,0.7502267576790995,0.7188445111830494
8,41,30,75,-0.25,0.5,0.5,1.25,100.45,0.7325933046214029,0.6839081900421209
6,42,29,73,-0.5,1.0,0.25,1.5,107.57894736842105,0.699504114257403,0.6687916321278103
6,42,27,70,-0.5,0.0,0.5,1.25,92.23529411764707,0.7573182267277353,0.7204730756434085
8,41,32,80,0.5,0.0,-0.5,-1.0,100.45,0.7387852407062552,0.6779988449854384
6,42,27,70,0.25,0.75,-0.5,1.5,92.23529411764707,0.7579654517094085,0.7195931513203921
8,41,29,73,0.5,-0.25,0.25,1.5,95.7291122715405,0.7505785619587588,0.7001443122723214
8,41,30,75,-0.25,0.75,0.25,1.25,100.45,0.7311805864592913,0.6849397741484253
6,42,27,70,0.25,0.0,-0.25,1.25,92.23529411764707,0.7597610449289766,0.7178527998884876
6,42,29,75,-0.25,0.75,0.0,0.25,93.33333333333336,0.748214237642262,0.720322070859001
8,41,30,76,0.0,0.25,0.25,0.5,91.75721153846152,0.7613625423751545,0.7199745919780295
10,40,31,77,0.25,0.0,0.5,1.5,106.2068965517242,0.7249972585431919,0.6531676122060857
8,41,32,80,0.25,0.25,-0.25,-0.75,100.45,0.7385923854402643,0.6778868222332138
6,42,29,74,0.25,-0.75,0.25,0.0,99.85542168674698,0.7318449929777038,0.6882039307004889
6,42,28,71,-0.5,-0.25,0.5,1.0,103.27272727272727,0.7278889164733163,0.6689989744998698
6,42,29,75,-0.25,0.0,0.0,-0.5,93.33333333333336,0.753647645910443,0.714860648017203
6,42,29,75,0.0,0.75,0.25,0.5,93.33333333333336,0.751812419649692,0.7163795636055098
8,41,31,78,0.5,-0.5,0.0,-0.25,96.01838235294113,0.7480004738431774,0.6998948413528113
6,42,30,76,0.25,-0.75,0.25,-0.5,103.80487804878048,0.7212645350047665,0.6712982669279833
6,42,30,76,-0.5,0.25,0.0,-0.5,103.80487804878048,0.7200667068609453,0.6723883912828288
8,41,30,75,0.25,-0.25,0.0,0.75,100.45,0.7368085994224876,0.6790346960208137
6,42,27,70,0.5,-0.25,-0.25,1.25,92.23529411764707,0.7591696098384518,0.7176857737120239
8,41,30,76,0.25,0.0,0.5,1.0,91.75721153846152,0.7626683405708465,0.7180414848494211
10,40,31,77,0.5,-0.25,0.5,1.5,106.2068965517242,0.7239934597027189,0.6532818114153229
6,42,31,78,0.5,1.0,-0.5,0.0,107.85185185185183,0.7118203761077548,0.6542673167857463
6,42,29,75,0.25,1.0,-0.25,0.75,93.33333333333336,0.7503905435230108,0.7169468226263791
6,42,28,72,0.5,-0.5,-0.25,0.5,96.00000000000003,0.7460930779595596,0.7010441839768249
8,41,30,75,-0.25,0.75,0.5,1.5,100.45,0.7306627211884424,0.6841037067801053
6,42,30,77,0.5,0.75,-0.5,0.0,96.89887640449439,0.7441080986021642,0.6962246877680098
6,42,27,70,0.0,0.75,-0.25,1.5,92.23529411764707,0.7548402834900095,0.7209170296903973
6,42,30,77,0.0,0.0,-0.25,-1.0,96.89887640449439,0.7425464187990402,0.6975466305969632
6,42,29,75,-0.5,0.0,0.5,-0.25,93.33333333333336,0.7530971698558814,0.713996177284288
8,41,31,78,0.25,0.0,-0.5,-0.5,96.01838235294113,0.7496046747785128,0.6972221507244908
6,42,27,70,-0.25,0.0,0.25,1.25,92.23529411764707,0.7564571029671284,0.7191348887157428
6,42,30,77,0.0,-0.25,0.25,-0.75,96.89887640449439,0.7442166124729203,0.6957487115997041
8,41,30,75,0.25,-0.25,0.25,0.75,100.45,0.7363647377626698,0.6782805435132482
8,41,30,75,0.0,-0.25,0.25,0.75,100.45,0.7363647377626698,0.6782805435132482
8,41,30,75,0.5,-0.75,0.5,1.0,100.45,0.7318117010225851,0.6824928593047874
8,41,30,75,0.25,0.0,-0.25,0.75,100.45,0.7374669486021502,0.677231076775331
6,42,30,76,0.0,0.75,0.25,0.75,103.80487804878048,0.7219492553991568,0.6693973165610072
6,42,28,72,0.25,0.25,-0.5,0.5,96.00000000000003,0.7480416435961448,0.6984530640616367
8,41,30,76,0.5,-0.25,0.5,1.0,91.75721153846152,0.7616063639790709,0.7175880213687296
8,41,30,76,0.0,0.5,0.25,1.0,91.75721153846152,0.7602025175004634,0.718834257867132
8,41,30,76,0.25,-0.25,0.0,0.25,91.75721153846152,0.761077127284496,0.7179918884639424
6,42,28,72,-0.25,-0.5,0.5,0.5,96.00000000000003,0.7456813144748172,0.7003758704931552
6,42,31,78,-0.25,0.5,0.0,-0.5,107.85185185185183,0.7089032594818635,0.6555956346676347
6,42,31,78,0.0,1.0,-0.25,-0.25,107.85185185185183,0.7076142731098609,0.6567259887842689
8,41,30,76,0.25,0.5,0.25,1.25,91.75721153846152,0.76207752817409,0.7167301077170671
8,41,31,77,0.0,-0.5,0.5,0.25,105.37670299727517,0.7226383161209523,0.6580682465882525
6,42,27,70,-0.5,0.25,0.5,1.5,92.23529411764707,0.7524231175122824,0.7220433799241851
8,41,29,73,0.0,-0.25,0.5,1.5,95.7291122715405,0.7489698442012923,0.6988526276614102
8,41,29,73,0.25,-0.25,0.5,1.5,95.7291122715405,0.7489698442012923,0.6988526276614102
8,41,32,80,0.25,0.25,-0.5,-1.0,100.45,0.7376016509206695,0.6761821998799578
8,41,31,78,0.5,-0.25,-0.5,-0.5,96.01838235294113,0.7485902186607208,0.6968990683802402
8,41,30,75,0.5,-0.25,-0.25,0.75,100.45,0.7364993266330834,0.6770389467253417
6,42,31,78,-0.25,0.25,-0.25,-1.0,107.85185185185183,0.7092553712817783,0.6547318566565811
8,41,30,76,0.0,0.0,0.25,0.5,91.75721153846152,0.7596749922261941,0.7183554990823878
8,41,32,80,0.25,0.0,-0.25,-0.75,100.45,0.7369710467409637,0.6763798994448965
6,42,28,71,-0.25,-0.25,0.25,1.0,103.27272727272727,0.7267792153874014,0.6670748567681443
6,42,29,75,0.5,-0.75,0.5,0.0,93.33333333333336,0.7496750008283439,0.7155534442924125
8,41,31,77,0.5,0.75,0.25,1.5,105.37670299727517,0.7239610145352642,0.6561960655146589
6,42,29,75,-0.25,-0.25,0.25,-0.5,93.33333333333336,0.7539928406111078,0.7112077187779189
6,42,31,79,0.25,0.25,-0.5,-1.25,100.54545454545456,0.7350679671234078,0.6771544418782157
8,41,31,77,0.5,0.0,-0.5,0.0,105.37670299727517,0.7252538259552795,0.6548431266120374
6,42,31,78,0.5,0.75,-0.25,0.0,107.85185185185183,0.7153328942518711,0.6482885801476157
8,41,30,76,0.5,-0.5,0.5,0.75,91.75721153846152,0.7594166085731047,0.7177623974302347
8,41,31,77,-0.25,1.0,0.0,0.75,105.37670299727517,0.7137572074476131,0.6649345120954865
6,42,28,72,0.25,0.0,-0.5,0.5,96.00000000000003,0.7468381213040469,0.6973164681154376
8,41,32,80,0.5,-0.25,-0.25,-0.75,100.45,0.7360033555348986,0.6761901492036355
8,41,29,73,0.5,0.0,0.0,1.5,95.7291122715405,0.7499048950586631,0.6963017411010197
8,41,30,76,0.0,1.0,-0.25,0.75,91.75721153846152,0.7553303174673767,0.7212133700138867
8,41,31,78,0.25,0.0,0.25,0.0,96.01838235294113,0.7485279802436898,0.6954357578270728
6,42,30,77,0.0,0.75,-0.25,-0.25,96.89887640449439,0.7395226769515347,0.697459021982049
6,42,27,70,-0.25,0.25,0.25,1.5,92.23529411764707,0.7515557829758666,0.7207463893662598
6,42,28,71,-0.25,-0.5,0.5,1.0,103.27272727272727,0.7252292751178717,0.6670476832571792
6,42,28,72,0.5,-0.25,-0.5,0.5,96.00000000000003,0.7462747350180976,0.6972342312157959
6,42,29,74,-0.25,1.0,0.25,1.25,99.85542168674698,0.7232515107896174,0.6916305122286945
10,40,31,78,0.5,0.5,-0.25,0.75,94.54545454545459,0.7542551974255955,0.7001609335592555
8,41,30,75,0.5,-0.5,0.0,0.75,100.45,0.7339901831543351,0.6770899232165982
6,42,29,74,0.0,1.0,0.5,1.5,99.85542168674698,0.7270015065131596,0.6874541924172567
8,41,31,78,0.5,-0.25,0.25,0.0,96.01838235294113,0.7475134638498194,0.6951176700629856
8,41,31,78,0.5,1.0,-0.5,0.5,96.01838235294113,0.7442068473854635,0.6982002942883807
6,42,28,71,-0.5,0.25,0.25,1.25,103.27272727272727,0.71951621575363,0.6714239319825842
8,41,29,73,0.25,-0.25,0.25,1.5,95.7291122715405,0.7477511093530519,0.6968502178516679
8,41,32,80,0.25,0.0,-0.5,-1.0,100.45,0.7359824870558906,0.6746790664178012
10,40,32,80,0.5,0.25,-0.5,-0.25,100.00000000000001,0.7391437825266696,0.6746283419905985
6,42,30,77,0.25,-0.25,0.25,-0.5,96.89887640449439,0.7425582075987806,0.693005674309123
6,42,30,76,0.0,1.0,0.0,0.75,103.80487804878048,0.7162283234167675,0.6705474653756696
6,42,29,74,-0.25,1.0,-0.5,0.25,99.85542168674698,0.7226755045033049,0.6907621925433814
6,42,29,73,-0.5,1.0,0.5,1.5,107.57894736842105,0.6968595845457181,0.6648156608217902
6,42,30,76,-0.25,0.75,0.25,0.5,103.80487804878048,0.7156360911323838,0.6708962026947146
8,41,30,75,0.25,-0.5,0.25,0.75,100.45,0.7335473738265434,0.6763398055630191
8,41,30,75,0.5,-0.5,0.25,0.75,100.45,0.7335473738265434,0.6763398055630191
6,42,30,77,0.25,-0.5,0.25,-0.75,96.89887640449439,0.7414634012820488,0.6935892164815074
8,41,31,77,-0.25,1.0,-0.25,0.5,105.37670299727517,0.712826036724961,0.663408378869387
6,42,31,78,0.5,0.0,0.25,-0.25,107.85185185185183,0.7167103632328826,0.6445702922740669
8,41,31,77,0.25,0.25,-0.5,0.0,105.37670299727517,0.7240606035764372,0.6529462617772188
8,41,31,77,0.25,0.0,-0.25,0.0,105.37670299727517,0.7235350289647562,0.6533986134672931
6,42,30,77,0.0,1.0,-0.5,-0.25,96.89887640449439,0.7348561094508219,0.6994391140915428
10,40,31,77,0.25,0.75,-0.25,1.25,106.2068965517242,0.7217496746571744,0.6496910040431348
8,41,32,80,0.5,-0.25,-0.5,-1.0,100.45,0.735014660723635,0.6744940715396578
6,42,28,71,-0.25,0.75,-0.25,1.5,103.27272727272727,0.7167462489980793,0.6726438303351528
8,41,30,76,0.5,1.0,-0.25,1.25,91.75721153846152,0.756493899446347,0.7172720312067948
8,41,30,76,0.5,-0.5,0.0,0.25,91.75721153846152,0.7581033643602884,0.7156925944301972
8,41,29,73,0.25,0.25,0.0,1.5,95.7291122715405,0.7487389308856462,0.6945625761694675
6,42,31,79,0.25,0.5,-0.5,-1.25,100.54545454545456,0.7331407509082776,0.6753586405212942
6,42,29,73,0.5,-1.0,0.5,0.75,107.57894736842105,0.7019913640678799,0.6591157518112204
6,42,29,73,-0.5,1.0,0.0,1.25,107.57894736842105,0.6965082507581941,0.6642846802473066
